<1> Timestamp: 2020.1.3 8:42:29.Connection to SQL server established
<2> Timestamp: 2020.1.3 8:42:30.A sensor node with 49 has opened a new connection
<3> Timestamp: 2020.1.3 8:42:30.A sensor node with 112 has opened a new connection
<4> Timestamp: 2020.1.3 8:42:30.A sensor node with 37 has opened a new connection
<5> Timestamp: 2020.1.3 8:42:30.A sensor node with 21 has opened a new connection
<6> Timestamp: 2020.1.3 8:42:30.A sensor node with 15 has opened a new connection
<267> Timestamp: 2020.1.3 8:43:49.The sensor node with 37 reports it's too hot(running average temperature=18.332179)
<268> Timestamp: 2020.1.3 8:43:49.The sensor node with 15 reports it's too hot(running average temperature=18.332179)
<269> Timestamp: 2020.1.3 8:43:50.The sensor node with 112 reports it's too hot(running average temperature=19.706578)
<270> Timestamp: 2020.1.3 8:43:50.The sensor node with 21 reports it's too hot(running average temperature=19.706578)
<271> Timestamp: 2020.1.3 8:43:50.The sensor node with 37 reports it's too hot(running average temperature=18.388042)
<272> Timestamp: 2020.1.3 8:43:50.The sensor node with 15 reports it's too hot(running average temperature=18.388042)
<273> Timestamp: 2020.1.3 8:43:51.The sensor node with 49 reports it's too hot(running average temperature=19.287396)
<274> Timestamp: 2020.1.3 8:43:51.The sensor node with 37 reports it's too hot(running average temperature=18.411002)
<275> Timestamp: 2020.1.3 8:43:51.The sensor node with 15 reports it's too hot(running average temperature=18.411002)
<276> Timestamp: 2020.1.3 8:43:52.The sensor node with 112 reports it's too hot(running average temperature=19.742161)
<277> Timestamp: 2020.1.3 8:43:52.The sensor node with 21 reports it's too hot(running average temperature=19.742161)
<278> Timestamp: 2020.1.3 8:43:52.The sensor node with 37 reports it's too hot(running average temperature=18.379956)
<279> Timestamp: 2020.1.3 8:43:52.The sensor node with 15 reports it's too hot(running average temperature=18.379956)
<280> Timestamp: 2020.1.3 8:43:53.The sensor node with 37 reports it's too hot(running average temperature=18.441932)
<281> Timestamp: 2020.1.3 8:43:53.The sensor node with 15 reports it's too hot(running average temperature=18.441932)
<282> Timestamp: 2020.1.3 8:43:54.The sensor node with 49 reports it's too hot(running average temperature=19.273759)
<283> Timestamp: 2020.1.3 8:43:54.The sensor node with 112 reports it's too hot(running average temperature=19.562400)
<284> Timestamp: 2020.1.3 8:43:54.The sensor node with 21 reports it's too hot(running average temperature=19.562400)
<285> Timestamp: 2020.1.3 8:43:54.The sensor node with 37 reports it's too hot(running average temperature=18.576475)
<286> Timestamp: 2020.1.3 8:43:54.The sensor node with 15 reports it's too hot(running average temperature=18.576475)
<287> Timestamp: 2020.1.3 8:43:55.The sensor node with 37 reports it's too hot(running average temperature=18.555572)
<288> Timestamp: 2020.1.3 8:43:55.The sensor node with 15 reports it's too hot(running average temperature=18.555572)
<289> Timestamp: 2020.1.3 8:43:56.The sensor node with 112 reports it's too hot(running average temperature=19.381883)
<290> Timestamp: 2020.1.3 8:43:56.The sensor node with 21 reports it's too hot(running average temperature=19.381883)
<291> Timestamp: 2020.1.3 8:43:56.The sensor node with 37 reports it's too hot(running average temperature=18.543848)
<292> Timestamp: 2020.1.3 8:43:56.The sensor node with 15 reports it's too hot(running average temperature=18.543848)
<293> Timestamp: 2020.1.3 8:43:57.The sensor node with 49 reports it's too hot(running average temperature=19.244110)
<294> Timestamp: 2020.1.3 8:43:57.The sensor node with 37 reports it's too hot(running average temperature=18.524554)
<295> Timestamp: 2020.1.3 8:43:57.The sensor node with 15 reports it's too hot(running average temperature=18.524554)
<296> Timestamp: 2020.1.3 8:43:58.The sensor node with 112 reports it's too hot(running average temperature=19.290136)
<297> Timestamp: 2020.1.3 8:43:58.The sensor node with 21 reports it's too hot(running average temperature=19.290136)
<298> Timestamp: 2020.1.3 8:43:58.The sensor node with 37 reports it's too hot(running average temperature=18.442432)
<299> Timestamp: 2020.1.3 8:43:58.The sensor node with 15 reports it's too hot(running average temperature=18.442432)
<300> Timestamp: 2020.1.3 8:43:59.The sensor node with 37 reports it's too hot(running average temperature=18.530864)
<301> Timestamp: 2020.1.3 8:43:59.The sensor node with 15 reports it's too hot(running average temperature=18.530864)
<302> Timestamp: 2020.1.3 8:44:0.The sensor node with 49 reports it's too hot(running average temperature=19.191938)
<303> Timestamp: 2020.1.3 8:44:0.The sensor node with 112 reports it's too hot(running average temperature=19.190876)
<304> Timestamp: 2020.1.3 8:44:0.The sensor node with 21 reports it's too hot(running average temperature=19.190876)
<305> Timestamp: 2020.1.3 8:44:0.The sensor node with 37 reports it's too hot(running average temperature=18.693154)
<306> Timestamp: 2020.1.3 8:44:0.The sensor node with 15 reports it's too hot(running average temperature=18.693154)
<307> Timestamp: 2020.1.3 8:44:1.The sensor node with 37 reports it's too hot(running average temperature=18.675135)
<308> Timestamp: 2020.1.3 8:44:1.The sensor node with 15 reports it's too hot(running average temperature=18.675135)
<309> Timestamp: 2020.1.3 8:44:2.The sensor node with 112 reports it's too hot(running average temperature=19.139358)
<310> Timestamp: 2020.1.3 8:44:2.The sensor node with 21 reports it's too hot(running average temperature=19.139358)
<311> Timestamp: 2020.1.3 8:44:2.The sensor node with 37 reports it's too hot(running average temperature=18.537427)
<312> Timestamp: 2020.1.3 8:44:2.The sensor node with 15 reports it's too hot(running average temperature=18.537427)
<313> Timestamp: 2020.1.3 8:44:3.The sensor node with 49 reports it's too hot(running average temperature=19.171686)
<314> Timestamp: 2020.1.3 8:44:3.The sensor node with 37 reports it's too hot(running average temperature=18.435023)
<315> Timestamp: 2020.1.3 8:44:3.The sensor node with 15 reports it's too hot(running average temperature=18.435023)
<316> Timestamp: 2020.1.3 8:44:4.The sensor node with 112 reports it's too hot(running average temperature=19.098303)
<317> Timestamp: 2020.1.3 8:44:4.The sensor node with 21 reports it's too hot(running average temperature=19.098303)
<318> Timestamp: 2020.1.3 8:44:4.The sensor node with 37 reports it's too hot(running average temperature=18.327114)
<319> Timestamp: 2020.1.3 8:44:4.The sensor node with 15 reports it's too hot(running average temperature=18.327114)
<320> Timestamp: 2020.1.3 8:44:5.The sensor node with 37 reports it's too hot(running average temperature=18.235119)
<321> Timestamp: 2020.1.3 8:44:5.The sensor node with 15 reports it's too hot(running average temperature=18.235119)
<322> Timestamp: 2020.1.3 8:44:6.The sensor node with 49 reports it's too hot(running average temperature=19.114013)
<323> Timestamp: 2020.1.3 8:44:6.The sensor node with 112 reports it's too hot(running average temperature=19.086539)
<324> Timestamp: 2020.1.3 8:44:6.The sensor node with 21 reports it's too hot(running average temperature=19.086539)
<325> Timestamp: 2020.1.3 8:44:6.The sensor node with 37 reports it's too hot(running average temperature=18.217617)
<326> Timestamp: 2020.1.3 8:44:6.The sensor node with 15 reports it's too hot(running average temperature=18.217617)
<327> Timestamp: 2020.1.3 8:44:7.The sensor node with 37 reports it's too hot(running average temperature=18.165301)
<328> Timestamp: 2020.1.3 8:44:7.The sensor node with 15 reports it's too hot(running average temperature=18.165301)
<329> Timestamp: 2020.1.3 8:44:8.The sensor node with 112 reports it's too hot(running average temperature=19.105106)
<330> Timestamp: 2020.1.3 8:44:8.The sensor node with 21 reports it's too hot(running average temperature=19.105106)
<331> Timestamp: 2020.1.3 8:44:8.The sensor node with 37 reports it's too hot(running average temperature=18.150812)
<332> Timestamp: 2020.1.3 8:44:8.The sensor node with 15 reports it's too hot(running average temperature=18.150812)
<333> Timestamp: 2020.1.3 8:44:9.The sensor node with 49 reports it's too hot(running average temperature=19.121006)
<334> Timestamp: 2020.1.3 8:44:9.The sensor node with 37 reports it's too hot(running average temperature=18.185540)
<335> Timestamp: 2020.1.3 8:44:9.The sensor node with 15 reports it's too hot(running average temperature=18.185540)
<336> Timestamp: 2020.1.3 8:44:10.The sensor node with 112 reports it's too hot(running average temperature=19.005331)
<337> Timestamp: 2020.1.3 8:44:10.The sensor node with 21 reports it's too hot(running average temperature=19.005331)
<338> Timestamp: 2020.1.3 8:44:10.The sensor node with 37 reports it's too hot(running average temperature=18.135473)
<339> Timestamp: 2020.1.3 8:44:10.The sensor node with 15 reports it's too hot(running average temperature=18.135473)
<340> Timestamp: 2020.1.3 8:44:11.The sensor node with 37 reports it's too hot(running average temperature=18.133854)
<341> Timestamp: 2020.1.3 8:44:11.The sensor node with 15 reports it's too hot(running average temperature=18.133854)
<342> Timestamp: 2020.1.3 8:44:12.The sensor node with 49 reports it's too hot(running average temperature=19.146048)
<343> Timestamp: 2020.1.3 8:44:12.The sensor node with 112 reports it's too hot(running average temperature=19.008006)
<344> Timestamp: 2020.1.3 8:44:12.The sensor node with 21 reports it's too hot(running average temperature=19.008006)
<345> Timestamp: 2020.1.3 8:44:12.The sensor node with 37 reports it's too hot(running average temperature=18.101274)
<346> Timestamp: 2020.1.3 8:44:12.The sensor node with 15 reports it's too hot(running average temperature=18.101274)
<347> Timestamp: 2020.1.3 8:44:13.The sensor node with 37 reports it's too hot(running average temperature=17.976462)
<348> Timestamp: 2020.1.3 8:44:13.The sensor node with 15 reports it's too hot(running average temperature=17.976462)
<349> Timestamp: 2020.1.3 8:44:14.The sensor node with 112 reports it's too hot(running average temperature=19.189007)
<350> Timestamp: 2020.1.3 8:44:14.The sensor node with 21 reports it's too hot(running average temperature=19.189007)
<351> Timestamp: 2020.1.3 8:44:14.The sensor node with 37 reports it's too hot(running average temperature=17.936538)
<352> Timestamp: 2020.1.3 8:44:14.The sensor node with 15 reports it's too hot(running average temperature=17.936538)
<353> Timestamp: 2020.1.3 8:44:15.The sensor node with 49 reports it's too hot(running average temperature=19.172279)
<354> Timestamp: 2020.1.3 8:44:15.The sensor node with 37 reports it's too hot(running average temperature=17.929524)
<355> Timestamp: 2020.1.3 8:44:15.The sensor node with 15 reports it's too hot(running average temperature=17.929524)
<356> Timestamp: 2020.1.3 8:44:16.The sensor node with 112 reports it's too hot(running average temperature=19.216108)
<357> Timestamp: 2020.1.3 8:44:16.The sensor node with 21 reports it's too hot(running average temperature=19.216108)
<358> Timestamp: 2020.1.3 8:44:16.The sensor node with 37 reports it's too hot(running average temperature=17.817556)
<359> Timestamp: 2020.1.3 8:44:16.The sensor node with 15 reports it's too hot(running average temperature=17.817556)
<360> Timestamp: 2020.1.3 8:44:17.The sensor node with 37 reports it's too hot(running average temperature=17.729723)
<361> Timestamp: 2020.1.3 8:44:17.The sensor node with 15 reports it's too hot(running average temperature=17.729723)
<362> Timestamp: 2020.1.3 8:44:18.The sensor node with 49 reports it's too hot(running average temperature=19.168815)
<363> Timestamp: 2020.1.3 8:44:18.The sensor node with 112 reports it's too hot(running average temperature=19.086839)
<364> Timestamp: 2020.1.3 8:44:18.The sensor node with 21 reports it's too hot(running average temperature=19.086839)
<365> Timestamp: 2020.1.3 8:44:18.The sensor node with 37 reports it's too hot(running average temperature=17.823684)
<366> Timestamp: 2020.1.3 8:44:18.The sensor node with 15 reports it's too hot(running average temperature=17.823684)
<367> Timestamp: 2020.1.3 8:44:19.The sensor node with 37 reports it's too hot(running average temperature=17.999457)
<368> Timestamp: 2020.1.3 8:44:19.The sensor node with 15 reports it's too hot(running average temperature=17.999457)
<369> Timestamp: 2020.1.3 8:44:20.The sensor node with 112 reports it's too hot(running average temperature=19.063515)
<370> Timestamp: 2020.1.3 8:44:20.The sensor node with 21 reports it's too hot(running average temperature=19.063515)
<371> Timestamp: 2020.1.3 8:44:20.The sensor node with 37 reports it's too hot(running average temperature=18.133728)
<372> Timestamp: 2020.1.3 8:44:20.The sensor node with 15 reports it's too hot(running average temperature=18.133728)
<373> Timestamp: 2020.1.3 8:44:21.The sensor node with 49 reports it's too hot(running average temperature=19.155716)
<374> Timestamp: 2020.1.3 8:44:21.The sensor node with 15 reports it's too hot(running average temperature=18.270347)
<375> Timestamp: 2020.1.3 8:44:21.The sensor node with 37 reports it's too hot(running average temperature=18.270347)
<376> Timestamp: 2020.1.3 8:44:22.The sensor node with 112 reports it's too hot(running average temperature=19.169530)
<377> Timestamp: 2020.1.3 8:44:22.The sensor node with 21 reports it's too hot(running average temperature=19.169530)
<378> Timestamp: 2020.1.3 8:44:22.The sensor node with 15 reports it's too hot(running average temperature=18.462389)
<379> Timestamp: 2020.1.3 8:44:22.The sensor node with 37 reports it's too hot(running average temperature=18.462389)
<380> Timestamp: 2020.1.3 8:44:23.The sensor node with 15 reports it's too hot(running average temperature=18.555502)
<381> Timestamp: 2020.1.3 8:44:23.The sensor node with 37 reports it's too hot(running average temperature=18.555502)
<382> Timestamp: 2020.1.3 8:44:24.The sensor node with 49 reports it's too hot(running average temperature=19.326629)
<383> Timestamp: 2020.1.3 8:44:24.The sensor node with 112 reports it's too hot(running average temperature=19.155913)
<384> Timestamp: 2020.1.3 8:44:24.The sensor node with 21 reports it's too hot(running average temperature=19.155913)
<385> Timestamp: 2020.1.3 8:44:24.The sensor node with 37 reports it's too hot(running average temperature=18.654780)
<386> Timestamp: 2020.1.3 8:44:24.The sensor node with 15 reports it's too hot(running average temperature=18.654780)
<387> Timestamp: 2020.1.3 8:44:25.The sensor node with 37 reports it's too hot(running average temperature=18.670518)
<388> Timestamp: 2020.1.3 8:44:25.The sensor node with 15 reports it's too hot(running average temperature=18.670518)
